Region,Country,City,mean_PM10,Year,Number and location,Temporal coverage,Reference,,,,,,,,,,,,,,,,,,
,,,ug/m3,, of stations,(%),,,,,,,,,,,,,,,,,,,
Afr,Senegal,Dakar,145,2010,"3 stations, two in traffic area and one urban background",NA,"Ministère de l'Environnement de la Protection de la Nature, des Bassins de Rétention et des Lacs artificiels. Suivi de la qualité de l'air à Dakar. Rapport annuel 2010. 2010.",,,,,,,,,,,,,,,,,,
EurLMI,Serbia,Beograd,43,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
WprHI,Singapore,Singapore,29,2009,"11 stations in urban background, industrial, commercial, suburban and roadside locations distributed all over Singapore",NA,"National Environment Agency, Singapore Government. Environmental Monitoring Annual Report:  http://app2.nea.gov.sg/data/cmsresource/20101207942151207090.pdf",,,,,,,,,,,,,,,,,,
EurHI,Slovakia,Bratislava,23,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Slovakia,Košice,31,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Slovakia,Nitra,25,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Slovakia,Prešov,35,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Slovakia,Trencín,26,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Slovakia,Žilina,33,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Slovenia,Ljubljana,30,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
Afr,South Africa,Ethkwini (Durban),33,2009,2 traffic stations and one background station,NA,Ethekwini Health Department. Ethkwini air quality monitoring network report 2009;,,,,,,,,,,,,,,,,,,
Afr,South Africa,Joburg,66,2009,"4 background station, and 1 mixed station (urban, commercial, industrial)",NA,Joburg Air Quality Management and Climate Change. http://www.saaqis.org.za/Downloads.aspx?type=AQ.,,,,,,,,,,,,,,,,,,
EurHI,Spain,Albacete,33,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Badajoz,20,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Bilbao,30,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Burgos,23,2008,"1 urban background, 1 suburban background, 2 urban traffic, and 0 traffic suburban stations",91,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Cádiz,32,2008,"0 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Córdoba,31,2008,"1 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Granada,40,2008,"1 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Jaén,32,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Jerez de la Frontera,31,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Logroño,19,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Madrid,26,2008,"1 urban background, 1 suburban background, 6 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Málaga,32,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",85,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Marbella,24,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Mataró,27,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",75,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Móstoles,27,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Oviedo,27,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 1 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Palma de Mallorca,22,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",83,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Pamplona/Iruña,23,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Salamanca,26,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",85,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,San Sebastián/Donostia,23,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Santander,29,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Santiago de Compostela,18,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Sevilla,45,2008,"1 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Toledo,23,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Torrejón de Ardoz,39,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Valladolid,22,2008,"0 urban background, 0 suburban background, 3 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Vitoria/Gasteiz,21,2008,"0 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Spain,Zaragoza,45,2008,"0 urban background, 0 suburban background, 1 urban traffic, and 1 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
Sear,Sri Lanka,Colombo,77,2008,1 station in city centre,NA,"Ambient air quality report, Central Environment Agency (secondary source)",,,,,,,,,,,,,,,,,,
EurHI,Sweden,Göteborg,24,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Sweden,Malmö,18,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Sweden,Stockholm,28,2008,"1 urban background, 0 suburban background, 3 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Sweden,Umeå,22,2008,"0 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Switzerland,Bern,24,2008,"0 urban background, 1 suburban background, 2 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Switzerland,Genève,22,2008,"0 urban background, 2 suburban background, 2 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Switzerland,Zürich,21,2008,"1 urban background, 1 suburban background, 2 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
Sear,Thailand,Bang Kruai,47,2008,1 station,NA,"Thailand State of Pollution Report 2008, Pollution Control Department, Ministry of Natural Resources and Environment, Bangkok, 2010.",,,,,,,,,,,,,,,,,,
Sear,Thailand,Bangkok,54,2008,"6 roadside and 8 general stations in Bangkok, and 31 stations in 22 other cities",NA,"Thailand State of Pollution Report 2008, Pollution Control Department, Ministry of Natural Resources and Environment, Bangkok, 2010.",,,,,,,,,,,,,,,,,,
Sear,Thailand,Chachoengsao,34,2008,1 station,NA,"Thailand State of Pollution Report 2008, Pollution Control Department, Ministry of Natural Resources and Environment, Bangkok, 2010.",,,,,,,,,,,,,,,,,,
Sear,Thailand,Chiang Mai,42,2008,1 station,NA,"Thailand State of Pollution Report 2008, Pollution Control Department, Ministry of Natural Resources and Environment, Bangkok, 2010.",,,,,,,,,,,,,,,,,,
Sear,Thailand,Chiang Rai,33,2008,1 station,NA,"Thailand State of Pollution Report 2008, Pollution Control Department, Ministry of Natural Resources and Environment, Bangkok, 2010.",,,,,,,,,,,,,,,,,,
Sear,Thailand,Chon Buri,27,2008,3 stations,NA,"Thailand State of Pollution Report 2008, Pollution Control Department, Ministry of Natural Resources and Environment, Bangkok, 2010.",,,,,,,,,,,,,,,,,,
Sear,Thailand,Khlong Luang,42,2008,1 station,NA,"Thailand State of Pollution Report 2008, Pollution Control Department, Ministry of Natural Resources and Environment, Bangkok, 2010.",,,,,,,,,,,,,,,,,,
Sear,Thailand,Khon Kaen,24,2008,1 station,NA,"Thailand State of Pollution Report 2008, Pollution Control Department, Ministry of Natural Resources and Environment, Bangkok, 2010.",,,,,,,,,,,,,,,,,,
